Year,Country,unhcr_resettlement_arrivals_by_origin_per_capita
2018,Malaysia,6.597303422005426e-06
2018,Malawi,2.5353830619325187e-06
2018,Morocco,1.3877675341721797e-07
2018,Myanmar,0.00010655705136772297
2018,Namibia,2.4506800637176816e-06
2018,Nepal,5.018559415757109e-06
2018,Nigeria,5.513729352008913e-07
2018,Pakistan,6.035953133636926e-06
2018,Philippines,4.688171258220966e-08
2018,South Africa,8.651638654967805e-08
2018,Russia,2.3330171454665146e-06
2018,Rwanda,2.5117930308554673e-05
2018,El Salvador,0.00011042340913975648
2018,Saudi Arabia,4.747386096632985e-07
2018,Senegal,1.7030054387686287e-06
2018,Somalia,0.00012046727710971817
2018,Vietnam,1.2245415842233579e-06
2018,South Sudan,2.869917831063699e-05
2018,Sudan,3.4065737112218756e-05
2018,Syria,0.0020139200434911362
2018,Tanzania,2.539358097153497e-06
2018,Thailand,4.825111041648717e-06
2018,Turkmenistan,8.545690903727322e-07
2018,Togo,6.337862581195942e-07
2018,Trinidad and Tobago,3.597533818616662e-06
2018,Tunisia,6.052639110614833e-07
2018,Turkey,7.408298922189665e-07
2018,Uganda,4.704061631913403e-06
2018,Ukraine,7.008518118115476e-05
2018,United States,1.1005934360063295e-07
2018,Uzbekistan,6.466267392103862e-07
2018,Venezuela,2.0770504720149125e-07
2018,Yemen,2.4211645148654763e-06
2018,Zimbabwe,6.925777550119774e-07
2019,Afghanistan,0.00014426252709621166
2019,Angola,1.5710771484032246e-07
2019,Egypt,1.8627710326871889e-06
2019,Armenia,9.804823161561847e-06
2019,Bahrain,3.046618132008745e-06
2019,Burundi,7.310995798388927e-05
2019,Benin,4.2368748607656997e-07
2019,Bangladesh,4.906585571928757e-08
2019,Bhutan,0.00022146681798048472
2019,Belarus,6.136001944054685e-06
2019,Botswana,2.1704186694204937e-06
2019,Cambodia,1.0917996023665848e-06
2019,Central African Republic,0.0002316034864016721
2019,Chad,2.508327333205325e-06
2019,China,1.5344016062361517e-08
2019,Cameroon,2.3573615590151747e-06
2019,Congo,1.375335842144156e-05
2019,Democratic Republic of Congo,0.0001824967892824483
2019,Colombia,1.1422454555168598e-05
2019,Cuba,2.0293847858257883e-06
2019,Djibouti,5.1358061212646e-06
2019,Ecuador,4.6046724647551176e-07
2019,Eritrea,0.00244630076717479
2019,Ethiopia,2.201131352964064e-05
2019,Gambia,5.963293373588403e-06
2019,Palestine,4.95842351842506e-05
2019,Georgia,6.505266012837392e-06
2019,Guatemala,9.327999537695243e-06
2019,Guinea,1.4094161211834772e-06
2019,Honduras,1.251780837800498e-05
2019,Hungary,5.162793195025546e-07
2019,Cote d'Ivoire,5.560620602589289e-06
2019,India,1.4783180261893493e-07
2019,Indonesia,7.390284747190941e-08
2019,Iran,1.658346931074627e-05
2019,Iraq,0.00033098625891886624
2019,Jamaica,5.426898490202922e-06
2019,Jordan,1.1582212374811876e-05
2019,Kenya,5.972537701026061e-06
2019,Kyrgyzstan,3.896599219651454e-06
2019,Liberia,1.5190261057801172e-05
2019,Libya,1.0328363767332655e-06
2019,Lebanon,2.8443447643416603e-05
2019,Sri Lanka,5.205467297613073e-06
2019,Moldova,8.06280479751725e-05
2019,Mali,1.1496578267305923e-05
2019,Malaysia,7.762179587477088e-06
2019,Malawi,5.368046990165577e-06
2019,Morocco,3.0160316338945584e-07
2019,Myanmar,0.00011723472156439078
2019,Namibia,4.409658916891559e-06
2019,Nepal,6.221880290673664e-06
2019,Nigeria,1.2589344350081144e-06
2019,Pakistan,6.990962454066456e-06
2019,Philippines,5.5495629524940206e-08
2019,Russia,1.2476669656040154e-06
2019,Rwanda,1.663111040855669e-05
2019,El Salvador,5.950213448412114e-05
2019,Saudi Arabia,1.3423394975605752e-06
2019,Senegal,2.5158989472619716e-06
2019,Sierra Leone,1.2798841756016449e-06
2019,Somalia,0.0002788982850766559
2019,Vietnam,1.2440117937294093e-06
2019,South Sudan,0.00010377763237659637
2019,Sudan,8.15869166818664e-05
2019,Syria,0.001797642806745724
2019,Tanzania,2.6721621952112405e-06
2019,Thailand,4.46674908177786e-06
2019,Tajikistan,5.364218069196911e-07
2019,Turkmenistan,3.029235148417376e-06
2019,Togo,1.9796200589456617e-06
2019,Trinidad and Tobago,3.5843090419930477e-06
2019,Tunisia,1.19712133363421e-06
2019,Turkey,1.0308091227134751e-06
2019,Uganda,5.963462003835726e-06
2019,Ukraine,9.121772434258285e-05
2019,United States,5.470045292005407e-08
2019,Uzbekistan,4.5479745368001636e-07
2019,Venezuela,1.9287533250392266e-06
2019,Yemen,5.760937156336952e-06
2019,Zimbabwe,6.828048503452227e-07
2020,Iraq,9.469823397116783e-05
2020,Afghanistan,2.956714749287672e-05
2020,Egypt,1.026047906880348e-06
2020,Armenia,2.1598024320725262e-05
2020,Burundi,2.035190119135152e-05
2020,Bangladesh,3.036018417774994e-08
2020,Bhutan,3.239970347791377e-05
2020,Central African Republic,5.259056136076214e-05
2020,Chad,4.870369336544287e-07
2020,Cameroon,7.534130363961783e-07
2020,Democratic Republic of Congo,4.635925537746148e-05
2020,Colombia,5.208038129285282e-06
2020,Cuba,5.297257362658008e-07
2020,Djibouti,1.113358070125364e-05
2020,Eritrea,0.0007779661050403688
2020,Ethiopia,5.332123303776988e-06
2020,Gambia,2.0689678002403313e-06
2020,Palestine,3.312805699437176e-05
2020,Guatemala,1.2949632015553847e-05
2020,Honduras,1.5851207841844925e-05
2020,Cote d'Ivoire,4.1700983100676596e-07
2020,India,1.9565155222314746e-08
2020,Indonesia,2.559193964458375e-08
2020,Iran,4.690869720939565e-06
2020,Jordan,5.684524567927129e-06
2020,Kazakhstan,2.503101315901665e-06
2020,Kenya,4.4633475478554544e-07
2020,Kuwait,1.4049669797635581e-06
2020,Liberia,2.1749115255877353e-06
2020,Lebanon,8.204596859807761e-06
2020,Sri Lanka,2.7553033752466346e-06
2020,Moldova,4.2637971642278326e-05
2020,Mexico,3.8779905676876376e-08
2020,Mali,8.394715990462417e-07
2020,Malaysia,1.328554738216322e-06
2020,Myanmar,3.4644498010780925e-05
2020,Nepal,6.177752895924632e-07
2020,Nigeria,1.1157488153888657e-07
2020,Pakistan,1.8108369728779765e-06
2020,Russia,1.2128732309010497e-06
2020,Rwanda,2.6250348492677966e-06
2020,El Salvador,5.997347291581004e-05
2020,Saudi Arabia,1.7234511753606688e-07
2020,Senegal,7.166776258620288e-07
2020,Sierra Leone,6.268032345554116e-07
2020,Somalia,5.719420338950844e-05
2020,Vietnam,1.8492153311909214e-07
2020,South Sudan,5.1278711499983604e-05
2020,Sudan,2.9829459642759382e-05
2020,Syria,0.0006380331892682658
2020,Tanzania,9.542270189447379e-07
2020,Thailand,5.014328228011762e-07
2020,Turkey,1.256831546405416e-06
2020,Uganda,1.486631249863361e-06
2020,Ukraine,3.848285714475172e-05
2020,United States,4.229573426946039e-08
2020,Uzbekistan,1.4939108641351112e-07
2020,Venezuela,7.385019726618527e-07
2020,Yemen,2.5481151190130694e-06
2021,Afghanistan,4.302702609345631e-05
2021,Egypt,6.714092007250413e-08
2021,Armenia,3.3691269379218148e-06
2021,Burundi,8.975613991154451e-06
2021,Belarus,5.295002036987283e-07
2021,Cambodia,2.950471148935889e-07
2021,Central African Republic,7.72359764365231e-06
2021,China,3.4620857592404825e-09
2021,Cameroon,3.3058747377614867e-07
2021,Democratic Republic of Congo,2.675962214634123e-05
2021,Colombia,1.443456277250967e-06
2021,Cuba,4.417937604230193e-07
2021,Eritrea,0.0002562848087804342
2021,Ethiopia,1.5015750504261987e-06
2021,Gambia,2.010505292253081e-06
2021,Palestine,8.807610388078632e-06
2021,Guatemala,1.4246678386934086e-06
2021,Honduras,1.6893580578503773e-06
2021,Cote d'Ivoire,4.4356341250927927e-07
2021,Iran,2.081648609247036e-06
2021,Iraq,1.2943380287853492e-05
2021,Kazakhstan,2.632277470684589e-07
2021,Liberia,4.246933713858594e-06
2021,Sri Lanka,7.442793064396069e-07
2021,Moldova,9.940296096569977e-06
2021,Mali,1.1987116822221084e-06
2021,Morocco,2.409974918319925e-07
2021,Myanmar,6.751083923016186e-06
2021,Nepal,2.0219094103707777e-07
2021,Nigeria,6.149459180608972e-08
2021,Pakistan,4.4404987356812175e-07
2021,Russia,2.4672401565376156e-07
2021,Rwanda,9.038515146706023e-07
2021,El Salvador,7.670476336580502e-06
2021,Senegal,2.9076008640924554e-07
2021,Somalia,2.255570158012164e-05
2021,South Sudan,1.9856999728591717e-05
2021,Sudan,2.2088940897854437e-05
2021,Syria,0.0003678107283856206
2021,Thailand,7.147876586020892e-08
2021,Trinidad and Tobago,3.562842121914757e-06
2021,Turkey,7.878391871117599e-07
2021,Uganda,5.305204938687428e-07
2021,Ukraine,8.65027583567071e-06
2021,Venezuela,1.0102788205809961e-06
2021,Yemen,2.066207926964076e-06
