Report generated on: 03-01-2022 10:34:37
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.57-1-ABW-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-ABW-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-ABW-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-ABW-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","0","0","0","0","-0.0682256","0.0385766698","-0.02753029","-0.028","0","0","0","0","0","0","2.35605572677596","2.3625106739726","2.3625106739726","2.3625106739726","2.356","2.351","2.235","2.477","2.465","2.811","2.3885","2.3087","0.5505","0","0","0","0","0","0","0","0",""
"","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-AUS-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","460","474","444","489","571","665","606","639","633","583","666","635","619","589.1582410958904","624.3095890410959","646.7945205479452","666.7486338797814","694.5616438356165","648.7068493150684","646.9506849315069","828.0582540983606","768.2571287671232","744.2448794520549","629.8129808219178","557.3441857923498","580.7939315068493","561.7725616438356","567.3559178082191","570.912612021858","580.7465342465754","584.962105479452","508.2969315068493","500.65341420765026","425.27433561643835","441.6777424657534","396.4672219178082","367.03257158469944","335.5935397260274","364.6694620001146","475.30953961695866","475.17315043921417",""
"INTL.55-1-AUS-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","440","454","422","468","546","640","580","612","605","555","638","606","591","558.0002410958904","592.3095890410959","613.7945205479452","631.7486338797814","658.5616438356165","613.7068493150684","610.9506849315069","792.5655737704918","731.9999999999999","707.4711232876713","593.986301369863","521.5441857923497","546.0849315068493","527.5835616438357","531.5219178082192","535.5366120218579","545.8575342465754","555.345205479452","479.6849315068493","473.2978142076503","399.4438356164384","418.7753424657534","377.7288219178082","349.86837158469945","318.15413972602744","347.2335620001146","457.62613961695865","458.10295043921417",""
"INTL.57-1-AUS-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","380","394","370","416","492","575","520","547","538","490","575","545","535","503.00024109589043","536.3835616438356","561.7945205479452","569.6311475409836","587.6931506849315","543.972602739726","538.9808219178083","721.5655737704918","656.9999999999999","625.9671232876713","512.1643835616438","435.96221857923496","456.11506849315066","437.31780821917806","448.56986301369864","459.30054644808746","463.68219178082194","478.5753424657534","411.3315068493151","405.379781420765","334.58082191780824","353.35616438356163","322.32602739726025","289.74863387978144","263.16074246575346","283.6308222740872","360.69737249367097","351.1931198381213",""
"INTL.58-1-AUS-TBPD.A","                NGPL (Mb/d)","","","","","","","","60","60","52","52","54","65","60","65","67","65","63","61","56","55","55.92602739726028","52","62.11748633879781","70.86849315068493","69.73424657534247","71.96986301369863","70","74","80","78.82191780821918","82.58196721311475","89.36986301369863","89.26575342465753","80.85205479452055","72.8360655737705","76.97534246575343","70.76986301369863","61.35342465753425","59.91803278688525","57.863013698630134","58.41917808219178","48.85479452054795","55.15573770491803","51.62739726027397","58.6027397260274","91.92876712328767","102.2568306010929",""
"INTL.59-1-AUS-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1.504","3","3","0.6","1","2.1","3.4","5.2","6","7","8","7","7","6.548","4.964","3.366","5","5","4.653",""
"INTL.56-1-AUS-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","20","20","22","21","25","25","26","27","28","28","28","29","28","31.158","32","33","35","36","35","36","35.4926803278688","36.2571287671233","36.7737561643836","35.8266794520548","35.8","34.709","34.189","35.834","35.376","34.889","29.6169","28.612","27.3556","25.8305","22.9024","18.7384","17.1642","17.4394","17.4359","17.6834","17.0702",""
"","Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-AUT-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","30","28","29","28","27","25","25","24","27","27","27","30","27","26.10241095890411","26","27.704109589041096","26.69726775956284","24","25.704109589041096","23.2","24.746918032786873","25.28533287671233","26.89387534246575","25.908538356164385","26.462234972677596","24.920438356164382","26.617424657534247","27.68280821917808","27.92590163934426","28.192","35.62571780821918","36.10133424657534","36.155335519125686","26.98200410958904","30.84496301369863","31.574990410958904","29.36100218579235","27.42664931506849","26.49570410958904","26.442115068493152","24.4670043715847",""
"INTL.55-1-AUT-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","29","26","27","26","25","23","23","22","24","24","23","27","24","22.49241095890411","21.7","23.604109589041094","22.497267759562842","19.7","21.404109589041095","19","20.39999999999999","21.068493150684933","22.15753424657534","21.515068493150686","22.179234972677595","20.416438356164385","22.153424657534245","22.91780821917808","22.74590163934426","23.4","31.96691780821918","32.18353424657534","32.524535519125685","23.54090410958904","27.10186301369863","27.939890410958903","25.70920218579235","23.673449315068492","22.091504109589042","21.78891506849315","20.0684043715847",""
"INTL.57-1-AUT-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","28","25","26","25","23","22","22","21","23","23","22","26","23","21.69241095890411","21","22.904109589041095","21.497267759562842","19","20.504109589041096","18","18.999999999999993","18.66849315068493","18.58082191780822","17.915068493150685","18.079234972677597","16.816438356164383","16.753424657534246","16.747945205479454","16.081967213114755","16.317808219178083","16.745205479452054","17.660273972602738","16.915300546448087","16.15890410958904","17.16986301369863","16.495890410958904","15.16120218579235","14.183449315068493","13.268504109589042","12.53891506849315","10.8184043715847",""
"INTL.58-1-AUT-TBPD.A","                NGPL (Mb/d)","","","","","","","","1","1","1","1","1","1","1","0.6","1","1","1","1","0.9","0.8","0.7","0.7","1","0.7","0.9","1","1","2","3.0767123287671234","3","3","2","3","3.6684931506849314","4","3.915068493150685","4.076712328767123","3.9972602739726026","4.079234972677596","1","1","1","0","0","0","0","0",""
"INTL.59-1-AUT-TBPD.A","                Other liquids (Mb/d)","","","","","","","","0","0","0","0","1","0","0","0","0","0","0.1","0","0.2","0","0","0","0","0","0","0","0.4","0.4","0.5","0.6","1.1","1.6","2.4","2.5013698630136987","2.6639344262295084","3.1671232876712327","11.145","10.526","11.53","6.382","8.932","10.444","10.548","9.49","8.823","9.25","9.25",""
"INTL.56-1-AUT-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","1.3","2","2","2","2","2","2.2","2.8","2.8","3.3","3.5","3.3","3.5","3.61","4.3","4.1","4.2","4.3","4.3","4.2","4.34691803278688","4.2168397260274","4.73634109589041","4.3934698630137","4.283","4.504","4.464","4.765","5.18","4.792","3.6588","3.9178","3.6308","3.4411","3.7431","3.6351","3.6518","3.7532","4.404199999999999","4.6532","4.3986",""
"","Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-AZE-TBPD.A","        Total petroleum and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","222","206.5001424657534","191.1095890410959","180.55753424657533","180.3808743169399","179.9753424657534","236.77397260273972","283.5780821917808","288.5872103184044","308.8623379108603","315.4184464367507","325.1747627892274","317.6342295081967","440.00560273972604","646.5805479452055","849.0690465753424","878.1927240437159","1015.9452630136986","1040.858797260274","989.0781205479452","927.6480338797815","876.5573205479452","852.714204109589","854.1325726027397","839.0564513661202","794.8208502137726","795.0061213641234","773.2083641038494","700.4143440170164",""
"INTL.55-1-AZE-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","222","208.0001424657534","191.9095890410959","182.05753424657533","181.9808743169399","179.9753424657534","237.07397260273973","282.9780821917808","286.04371584699453","307.16712328767125","313.85753424657537","323.75479452054793","315.42622950819674","438.77260273972604","645.5205479452055","846.8330465753425","873.9187240437159","1010.0132630136986","1035.627397260274","983.9945205479452","922.7486338797814","871.5945205479452","847.758904109589","849.4739726027398","834.5382513661202","790.1152502137726","790.2445213641233","768.3791641038493","695.8493440170164",""
"INTL.57-1-AZE-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","213","200.0001424657534","183.9095890410959","175.05753424657533","175.9808743169399","172.77534246575343","230.07397260273973","275.9780821917808","280.04371584699453","301.16712328767125","310.25753424657535","320.05479452054794","311.42622950819674","432.77260273972604","639.5205479452055","842.0767123287671","869.5628415300547","1005.8465753424657","1034.627397260274","982.9945205479452","921.7486338797814","870.5945205479452","846.758904109589","848.4739726027398","833.5382513661202","789.2125384329506","789.3534561586439","767.4750999942603","694.8192986618251",""
"INTL.58-1-AZE-TBPD.A","                NGPL (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","9","8","8","7","6","7.2","7","7","6","6","3.6000000000000023","3.7","4","6","6","4.756334246575342","4.355882513661202","4.166687671232877","1","1","1","1","1","1","1","0.9027117808219176","0.8910652054794521","0.904064109589041","1.030045355191257",""
"INTL.59-1-AZE-TBPD.A","                Other liquids (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-AZE-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","-0.2","-1.5","-0.8","-1.5","-1.6","","-0.3","0.6","2.54349447140984","1.69521462318904","1.56091219017534","1.41996826867945","2.208","1.233","1.06","2.236","4.274","5.932","5.2314","5.0836","4.8994","4.9628","4.9553","4.6586","4.5182","4.7056","4.761600000000001","4.829199999999999","4.565",""
"","Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-BHR-TBPD.A","        Total petroleum and other liquids (Mb/d)","69.67671232876712","66.40821917808219","61.4027397260274","60.25136612021858","55.986301369863014","51.323287671232876","49.084931506849315","48.24590163934426","46.082191780821915","43.9041095890411","42","41.0792349726776","42.43561643835616","43.92328767123288","42.42739726027397","43.58743169398907","42.40821917808219","42.0022","38.00305205479452","36.743169398907106","54.8","55.2","53","46.4","53.1","49.6","49.2","49.77500962498361","49.25458037533151","49.39291331506849","49.5895917260274","50.606","47.525","48.853","48.435","48.598","48.685","193.70770547945204","202.14144931506848","185.4937300546448","210.5174602739726","216.19964657534246","216.20197808219177","215.49838907103825","213.02292328767123","211.09105205479452","211.1508616438356","184.44432295081967",""
"INTL.55-1-BHR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","69.67671232876712","66.40821917808219","61.4027397260274","60.25136612021858","55.986301369863014","51.323287671232876","49.084931506849315","48.24590163934426","46.082191780821915","43.9041095890411","42","41.0792349726776","42.43561643835616","43.92328767123288","42.42739726027397","43.58743169398907","42.40821917808219","42.0022","38.00305205479452","36.743169398907106","53","54","51","45","51","48","48","48.37","47.3","47.257","47.632","48","45","46","46","46","46","190.74520547945207","200.1068493150685","182.9315300546448","208.1972602739726","213.33424657534246","213.1887780821918","212.57598907103826","209.97932328767124","208.0112520547945","208.0273616438356","181.49162295081967",""
