Report generated on: 03-01-2022 10:34:09
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.63-2-MNG-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02172","0.0217260273972603","0.39","0.456246575342466","0.456246575342466","0.521424657534247","0.498333333333333","0.412794520547945","0.890767123287671","0.847315068493151","0.693333333333333","0.325890410958904","0.347616438356164","0.543150684931507","0.78213698630137","0.847315068493151","0.564876712328767","1","1","0.7386849315068493","0.890767123288","0.999397260274",""
"INTL.64-2-MNG-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.361445783","0.361445783","0.421686747","0.421686747","0.451807229","0.481927711","0.5","0.5","0.5","0.8","0.8","0.7","0.6","0.6","0.6","0.5","0.6","0.5","0.4","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-MNG-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","2.602409639","2.602409639","3.036144578","3.036144578","3.253012048","3.469879518","3.6","3.4","3.7","6.6","6.5","6","5.5","5.3","5.4","5.3","5.5","2.6","2.6","2.7","3.30196721311475","3.55627397260274","3.90372602739726","4.39424657534247","5.25868852459016","5.53879452054794","6.3358904109589","7.93008219178082","8.72371584699454","8.50235616438356","10.1987397260274","13.2236164383562","14.6338630136986","15.8192876712329","14.0207123287671","13","11","16.45287671232877","17.352164383562","22.073424657534",""
"INTL.66-2-MNG-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","4.626506024","4.626506024","5.397590361","5.397590361","5.78313253","6.168674699","6.4","6.4","6.4","1","0.9","0.9","0.8","0.8","0.8","1","1","0.6","0.6","0.6","0.272950819672131","0.310191780821918","0.182465753424658","0.218958904109589","0.20016393442623","0.0912328767123288","0.072986301369863","0.145972602739726","0.127377049180328","0.0912328767123288","0.0912328767123288","0.12772602739726","0.072986301369863","0.0547397260273973","0.0547397260273973","0.054739","0.05459","0.03649315068493151","0.054739726027","0.054739726027",""
"INTL.67-2-MNG-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.68-2-MNG-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.4","0.4","0.4","0.3","0.3","0.3","0.2","0.3","0.3","0.3","0.01917","0","0","0.0382513661202186","0.0575342465753425","0.115068493150685","0.0575342465753425","0.0382513661202186","0.0383561643835616","0.0383561643835616","0.0575342465753425","0.0573770491803279","0.0575342465753425","0.0575342465753425","0.0958904109589041","0.0191780821917808","0.0191780821917808","0.0191780821917808","0.019178","0.019125","0.01917808219178082","0","0",""
"","Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MNE-TBPD.A","    Consumption (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7.776739726027406","8.209068493150687","8.447540983606556","6.852520547945202","6.523342465753423","6.237753424657529","5.872076502732239","5.680876712328772","5.811945205479457","7.4823","7.467533","7.562547945205479","7.978246575342466","7.553890410958904",""
"INTL.54-2-MNE-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7.776739726027406","8.209068493150687","8.447540983606556","6.852520547945202","6.523342465753423","6.237753424657529","5.872076502732239","5.680876712328772","5.811945205479457","7.4823","7.467533","7.562547945205479","7.978246575342466","7.553890410958904",""
"INTL.62-2-MNE-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","1.26197260273973","1.26197260273973","1.16530054644809","1.49567123287671","1.33208219178082","1.00490410958904","0.862322404371585","0.747835616438356","0.817945205479452","1","1","0.8646849315068492","0.8179452054794519","0.8646849315068493",""
"INTL.63-2-MNE-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0.325890410958904","0.238986301369863","0.303333333333333","0.0434520547945206","0.0434520547945205","0.217260273972603","0.26","0.282438356164384","0.369342465753425","0.391068","0.412794","0.4345205479452055","0.4996986301369863","0.5214246575342466",""
"INTL.64-2-MNE-TBPD.A","            Kerosene (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-MNE-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","2.45260273972603","3.04531506849315","3.62808743169399","3.39276712328767","3.55627397260274","3.41320547945205","3.46502732240437","3.47452054794521","3.47452054794521","4","4","4.925643835616438","5.273095890410959","5.559232876712329",""
"INTL.66-2-MNE-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","1.332","2.09835616438356","1.92885245901639","0.620383561643836","0.200712328767123","0.164219178082192","0.127377049180328","0.218958904109589","0.072986301369863","0.091232","0.054739","0.03649315068493151","0.03649315068493151","0.03649315068493151",""
"INTL.67-2-MNE-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","0.508493150684932","0.572054794520548","0.697267759562841","0.572054794520548","0.572054794520548","0.603835616438356","0.53879781420765","0.444931506849315","0.508493150684932","1","1","0.5720547945205479","0.5720547945205479","0.572054794520548",""
"INTL.68-2-MNE-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","--","--","--","--","--","--","--","1.89578082191781","0.992383561643836","0.724699453551913","0.728191780821918","0.818767123287671","0.834328767123288","0.618551912568306","0.512191780821918","0.568657534246575","1","1","0.7291506849315068","0.778958904109589","0",""
"","Montserrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MSR-TBPD.A","    Consumption (Mb/d)","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.08175","0.10292","0.10265","0.10292","0.12117","0.22117","0.22112","0.22117","0.22117","0.32117","0.32112","0.32117","0.32117","0.3211780821917808","0.1958743169398907","0.1964109589041095","0.2810958904109588","0.2810958904109588","0.280327868852459","0.2810958904109588","0.2810958904109588","0.3169041095890409","0.42393442622950794","0.3441860273972604","0.4645301369863016","0.3218356164383557","0.3067374316939892","0.38469041095890427","0.3605468493150686","0.405664","0.23026","0.2098958904","0.2289753424","0.22897534240000003",""
"INTL.54-2-MSR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.08175","0.10292","0.10265","0.10292","0.12117","0.22117","0.22112","0.22117","0.22117","0.32117","0.32112","0.32117","0.32117","0.3211780821917808","0.1958743169398907","0.1964109589041095","0.2810958904109588","0.2810958904109588","0.280327868852459","0.2810958904109588","0.2810958904109588","0.3169041095890409","0.42393442622950794","0.3441860273972604","0.4645301369863016","0.3218356164383557","0.3067374316939892","0.38469041095890427","0.3605468493150686","0.405664","0.23026","0.2098958904","0.2289753424","0.22897534240000003",""
"INTL.62-2-MSR-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.093224043715847","0.0934794520547945","0.116849315068493","0.116849315068493","0.116530054644809","0.116849315068493","0.116849315068493","0.116849315068493","0.10953825136612","0.114512328767123","0.158915068493151","0.0958164383561644","0.100215846994536","0.114512328767123","0.126197260273973","0.137882","0.067587","0.0677726027","0.0677726027","0.06777260270000002",""
"INTL.63-2-MSR-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00869041095890411","0.0065","0.0115147945205479","0.00108630136986301","0.00869041095890411","0.00065","0.00434520547945205","0.000434520547945205","0.004345","0.002166","0.0021726027","0.0021726027","0.0021726027",""
"INTL.64-2-MSR-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0.02117","0.02112","0.02117","0.02117","0.02117","0.02112","0.02117","0.02117","0.02117","0.02112","0.02117","0.02117","0.0211780821917808","0.021120218579235","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.021120218579235","0.0211780821917808","0.0211780821917808","0.0211780821917808","0.021120218579235","0.0211780821917808","0.0105890410958904","0.0105890410958904","0.0105601092896175","0.0105890410958904","0.0105890410958904","0.010589","0.008448","0.0084712329","0.0084712329","0.0084712329",""
"INTL.65-2-MSR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.08175","0.08175","0.08153","0.08175","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.0815300546448087","0.0817534246575342","0.143068493150685","0.143068493150685","0.142677595628415","0.143068493150685","0.143068493150685","0.1492","0.18344262295082","0.169638356164384","0.241172602739726","0.163506849315068","0.171213114754098","0.232997260273973","0.202339726027397","0.235041","0.140639","0.1124109589","0.1410246575","0.1410246575",""
"INTL.66-2-MSR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.67-2-MSR-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0190684931506849","0.101420765027322","0.0254246575342466","0.0508493150684931","0.0413150684931507","0.0221857923497268","0.0222465753424658","0.0190684931506849","0.01589","0.009508","0.0190684932","0.0095342466","0.0095342466",""
"INTL.68-2-MSR-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00191780821917808","0.00191256830601093","0.00191780821917808","0.00191780821917808","0.00191780821917808","0.00191256830601093","0","0.00191780821917808","0.001917","0.001912","0","0","0",""
"","Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.5-2-MAR-TBPD.A","    Consumption (Mb/d)","","","","","","","","89","85","87.999999999","89","85","89.999999999","93.4","92","99.2","110.9","116.2","118","130.6","135","148.1","141.5","138.1","146.3","144.2","157.5","151.07737377049185","150.95736876712337","153.9910136986302","158.73719671232877","184.01000546448086","199.05505534246566","203.34705424657537","215.72704767123292","228.1699650273224","242.3967353424657","260.8671616438356","281.5006334246575","282.0182054644809","285.1806915068495","280.6292383561644","274","275","292.28531506849316","288.11654794520547","307.491397260274",""
"INTL.54-2-MAR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","","89","85","87.999999999","89","85","89.999999999","93.4","92","99.2","110.9","116.2","118","130.6","135","148.1","141.5","138.1","146.3","144.2","157.5","151.07737377049185","150.95736876712337","153.9910136986302","158.73719671232877","184.01000546448086","199.05505534246566","203.34705424657537","215.72704767123292","228.1699650273224","242.3967353424657","260.8671616438356","281.5006334246575","282.0182054644809","285.1806915068495","280.6292383561644","274","275","292.28531506849316","288.11654794520547","307.491397260274",""
"INTL.62-2-MAR-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","","7.527837259","7.189507495","7.443254818","7.527837259","7.189507495","7.6124197","7.9","10","8.6","8.9","9.2","9","9.4","9.4","9.6","8.5","8.2","9.6","9","9.3","9.3224043715847","9.06750684931507","8.99739726027397","8.81043835616438","8.85628415300546","8.78706849315068","9.06750684931507","9.74523287671233","10.4410928961749","11.8251506849315","12.8534246575342","13.2039726027397","13.2844262295082","12.9235342465753","12.6197260273973","15","16","16.14857534246575","16.17194520547945","16.709452054795",""
"INTL.63-2-MAR-TBPD.A","            Jet fuel (Mb/d)","","","","","","","","4.192719486","4.004282655","4.145610278","4.192719486","4.004282655","4.239828694","4.4","5.3","4.6","4.6","5.4","4","4.5","4.8","5.2","5.2","5.1","5.2","6.1","6","6.175","6.03983561643836","6.1267397260274","6.344","6.955","7.99517808219178","9.05975342465753","10.515397260274","10.4866666666667","10.602301369863","12.1665753424658","12.2534794520548","10.9633333333333","12.5141917808219","13.687397260274","15","14","15.27339726027397","16.51178082191781","17.532904109589",""
"INTL.64-2-MAR-TBPD.A","            Kerosene (Mb/d)","","","","","","","","0.952890792","0.91006424","0.942184154","0.952890792","0.91006424","0.96359743","1","1.2","1","1","1","1","1","1","0.9","1","1","1.3","1.7","2.2","2.19650273224044","2.16016438356164","1.84249315068493","1.03772602739726","0.359043715846995","0.105890410958904","0.0423561643835616","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.65-2-MAR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","","25.728051392","24.571734475","25.438972163","25.728051392","24.571734475","26.017130621","27","30","38","42","37","41","45","44","50","44","44","58","54","52","58.8709702021858","61.5261257479452","60.4812653424658","63.887238860274","67.0219250273224","70.4787219890411","72.5604584219178","76.9947903068493","79.6369216830601","88.7005284712329","92.8365912876712","98.7465046739726","99.9657053715847","104.223464142466","106.244954","112","115","120.3614794520548","124.8374794520548","129.497424657534",""
